Time,Tag,Reader,Antenna,rssi
11:58.4,10004C0YLE000A07QM1,Adpter,3,-65
11:58.4,0000000000000000000000F1,Adpter,3,-66.5
11:58.4,10004C0YLE000A07QM1,Adpter,3,-66
12:01.1,0000000000000000000000F1,Adpter,3,-67
12:01.1,0000000000000000000000F1,Adpter,3,-67
12:11.3,10200C0YLE000A07PT5,Adpter,3,-68
12:11.6,1000C0YLE9000A07Q94,Adpter,3,-67.5
12:11.9,1000C50YLE000A07QE6,Adpter,3,-65
12:11.9,10004C0YLE000A07QM9,Adpter,3,-65.5
12:11.9,1000C50YLE000A07QE6,Adpter,3,-65
12:12.1,10004C0YLE000A07QM8,Adpter,3,-66
12:12.1,1000C50YLE000A07QE6,Adpter,3,-65.5
12:12.1,1000C50YLE000A07QE6,Adpter,3,-65
12:12.3,1000C50YLE000A07QE6,Adpter,3,-64
12:12.3,1000C50YLE000A07QE4,Adpter,3,-66.5
12:12.3,1000C0YL8E000A07Q84,Adpter,3,-63
12:12.3,1000C0Y7LE000A07QG7,Adpter,3,-61
12:12.3,1000C06YLE000A07Q68,Adpter,3,-62.5
12:12.3,1000C50YLE000A07QN0,Adpter,3,-65.5
12:12.3,1000C0YLE9000A07Q03,Adpter,3,-63.5
12:12.3,10200C0YLE000A07QB8,Adpter,3,-62
12:12.3,1000C0Y7LE000A07QG8,Adpter,3,-64
12:12.3,10004C0YLE000A07QM1,Adpter,3,-65.5
12:12.3,1000C0YLE9000A07Q03,Adpter,3,-63.5
12:12.3,1000C06YLE000A07Q68,Adpter,3,-62
12:12.5,1000C50YLE000A07QN2,Adpter,3,-56
12:12.5,10200C0YLE000A07QB5,Adpter,3,-63.5
12:12.5,1000C06YLE000A07QF7,Adpter,3,-64
12:12.5,1000C50YLE000A07QE8,Adpter,3,-66.5
12:12.5,1000C06YLE000A07PX3,Adpter,3,-62.5
12:12.5,1000C50YLE000A07QE9,Adpter,3,-59.5
12:12.5,1000C0Y7LE000A07QG6,Adpter,3,-60.5
12:12.5,1000C0YLE9000A07Q03,Adpter,3,-64
12:12.5,1000C50YLE000A07Q59,Adpter,3,-59.5
12:12.5,10004C0YLE000A07QM7,Adpter,3,-57.5
12:12.5,1000C06YLE000A07Q68,Adpter,3,-63
12:12.5,10200C0YLE000A07QB4,Adpter,3,-65.5
12:12.5,1000C50YLE000A07QN1,Adpter,3,-62.5
12:12.5,10004C0YLE000A07QM4,Adpter,3,-60.5
12:12.5,1000C50YLE000A07QN3,Adpter,3,-64
12:12.5,10004C0YLE000A07QM6,Adpter,3,-63
12:12.5,11000C0YLE000A07QA3,Adpter,3,-67.5
12:12.5,10030C0YLE000A07QL4,Adpter,3,-67
12:12.5,10030C0YLE000A07QU2,Adpter,3,-67.5
12:12.5,1000C50YLE000A07QE7,Adpter,3,-61.5
12:12.5,1000C0Y7LE000A07QG7,Adpter,3,-61
12:12.5,10200C0YLE000A07QB4,Adpter,3,-64
12:12.5,10200C0YLE000A07QB8,Adpter,3,-53.5
12:12.5,10004C0YLE000A07QM7,Adpter,3,-57.5
12:12.5,1000C50YLE000A07QE6,Adpter,3,-58.5
12:12.5,1000C50YLE000A07QE8,Adpter,3,-63
12:12.5,1000C0Y7LE000A07QG6,Adpter,3,-57
12:12.5,1000C06YLE000A07Q68,Adpter,3,-63.5
12:12.5,1000C50YLE000A07QN2,Adpter,3,-55
12:12.5,1000C50YLE000A07QE9,Adpter,3,-60.5
12:12.5,10004C0YLE000A07QM4,Adpter,3,-60
12:12.5,10004C0YLE000A07QM8,Adpter,3,-57
12:12.5,10004C0YLE000A07QM9,Adpter,3,-57.5
12:12.5,1000C50YLE000A07QN1,Adpter,3,-63
12:12.5,10200C0YLE000A07QB5,Adpter,3,-60.5
12:12.5,1000C06YLE000A07PX3,Adpter,3,-61
12:12.5,10200C0YLE000A07PT5,Adpter,3,-66
12:12.5,10004C0YLE000A07QM6,Adpter,3,-60.5
12:12.5,1000C50YLE000A07QE4,Adpter,3,-66
12:12.5,1000C50YLE000A07QN0,Adpter,3,-67.5
12:12.5,1000C50YLE000A07Q59,Adpter,3,-58.5
12:12.5,1000C0Y7LE000A07QG8,Adpter,3,-59.5
12:12.5,1000C0YLE9000A07Q03,Adpter,3,-67
12:12.5,1000C50YLE000A07QN3,Adpter,3,-64
12:12.6,11000C0YLE000A07QJ6,Adpter,3,-59
12:12.6,10200C0YLE000A07QB8,Adpter,3,-48
12:12.6,1000C50YLE000A07QN0,Adpter,3,-65
12:12.6,1000C0Y7LE000A07QP3,Adpter,3,-60.5
12:12.6,1000C50YLE000A07QE6,Adpter,3,-55.5
12:12.6,10004C0YLE000A07QM8,Adpter,3,-53.5
12:12.6,1000C50YLE000A07PW3,Adpter,3,-61
12:12.6,10030C0YLE000A07QC6,Adpter,3,-61
12:12.6,10030C0YLE000A07QL9,Adpter,3,-63.5
12:12.6,11000C0YLE000A07PS2,Adpter,3,-65
12:12.6,1000C0Y7LE000A07QG7,Adpter,3,-56
12:12.6,10200C0YLE000A07PT5,Adpter,3,-58
12:12.6,1000C0Y7LE000A07QG6,Adpter,3,-57
12:12.6,10030C0YLE000A07PU8,Adpter,3,-62.5
12:12.6,1000C06YLE000A07PX2,Adpter,3,-59
12:12.6,1000C50YLE000A07QN2,Adpter,3,-49
12:12.6,10004C0YLE000A07QM4,Adpter,3,-56
12:12.9,10200C0YLE000A07QT7,Adpter,3,-63
12:12.9,1000C0Y7LE000A07Q71,Adpter,3,-43
12:12.9,10004C0YLE000A07QM7,Adpter,3,-49
12:12.9,1000C50YLE000A07QE8,Adpter,3,-52
12:12.9,1000C0Y7LE000A07QG8,Adpter,3,-49
12:12.9,10004C0YLE000A07PV3,Adpter,3,-61.5
12:12.9,10030C0YLE000A07QC2,Adpter,3,-57.5
12:12.9,10030C0YLE000A07QU4,Adpter,3,-60.5
12:12.9,1000C50YLE000A07Q53,Adpter,3,-47
12:12.9,1000C0YL8E000A07Q85,Adpter,3,-56
12:12.9,1000C0YLE9000A07QI3,Adpter,3,-58.5
12:12.9,10004C0YLE000A07QM9,Adpter,3,-44.5
12:12.9,1000C06YLE000A07QF5,Adpter,3,-41.5
12:12.9,11000C0YLE000A07Q15,Adpter,3,-49
12:12.9,1000C50YLE000A07QE5,Adpter,3,-56.5
12:12.9,11000C0YLE000A07PS9,Adpter,3,-42
12:12.9,10004C0YLE000A07QD7,Adpter,3,-42
12:12.9,1000C0YL8E000A07Q86,Adpter,3,-56
12:12.9,10200C0YLE000A07QK9,Adpter,3,-55.5
12:12.9,11000C0YLE000A07QS8,Adpter,3,-55.5
12:12.9,1000C06YLE000A07Q63,Adpter,3,-50
12:12.9,11000C0YLE000A07PS5,Adpter,3,-45.5
12:12.9,10004C0YLE000A07QM5,Adpter,3,-43
12:12.9,10030C0YLE000A07Q38,Adpter,3,-59.5
12:12.9,1000C0YL8E000A07QH5,Adpter,3,-50
12:12.9,1000C0YLE9000A07QR8,Adpter,3,-55
12:12.9,1000C0YL8E000A07Q87,Adpter,3,-48
12:12.9,10200C0YLE000A07QB4,Adpter,3,-49.5
12:12.9,1000C0YL8E000A07QQ4,Adpter,3,-53.5
12:12.9,1000C50YLE000A07QE7,Adpter,3,-48.5
12:12.9,1000C0YLE9000A07Q04,Adpter,3,-46
12:12.9,1000C0Y7LE000A07Q72,Adpter,3,-41
12:12.9,1000C50YLE000A07QE9,Adpter,3,-40
12:12.9,10200C0YLE000A07PT8,Adpter,3,-48.5
12:12.9,11000C0YLE000A07Q10,Adpter,3,-58.5
12:12.9,10030C0YLE000A07QL5,Adpter,3,-61
12:12.9,1000C50YLE000A07PW1,Adpter,3,-47.5
12:12.9,10004C0YLE000A07QD0,Adpter,3,-58.5
12:12.9,10200C0YLE000A07QB9,Adpter,3,-58
12:12.9,1000C0YLE9000A07Q95,Adpter,3,-43
12:12.9,1000C0Y7LE000A07QP5,Adpter,3,-62.5
12:12.9,1000C06YLE000A07Q68,Adpter,3,-42
12:12.9,11000C0YLE000A07Q16,Adpter,3,-40.5
12:12.9,1000C50YLE000A07Q57,Adpter,3,-50.5
12:12.9,1000C50YLE000A07QE4,Adpter,3,-51.5
12:12.9,1000C0YLE9000A07Q93,Adpter,3,-43.5
12:12.9,10200C0YLE000A07QK8,Adpter,3,-50.5
12:12.9,1000C0Y7LE000A07QP8,Adpter,3,-54.5
12:12.9,1000C0YLE9000A07QR9,Adpter,3,-62.5
12:12.9,1000C50YLE000A07QE3,Adpter,3,-64.5
12:12.9,10004C0YLE000A07QD3,Adpter,3,-49
12:12.9,1000C0Y7LE000A07QP4,Adpter,3,-56
12:12.9,1000C0Y7LE000A07PY0,Adpter,3,-43
12:12.9,10030C0YLE000A07PU3,Adpter,3,-54
12:12.9,1000C06YLE000A07QO8,Adpter,3,-42.5
12:12.9,1000C0YLE9000A07Q97,Adpter,3,-58
12:12.9,1000C06YLE000A07PX3,Adpter,3,-56.5
12:12.9,1000C50YLE000A07QN3,Adpter,3,-53.5
12:12.9,1000C0Y7LE000A07PY3,Adpter,3,-61.5
12:12.9,10030C0YLE000A07QL8,Adpter,3,-58
12:12.9,1000C0YL8E000A07Q80,Adpter,3,-58
12:12.9,10004C0YLE000A07QM6,Adpter,3,-44.5
12:12.9,11000C0YLE000A07PS0,Adpter,3,-48
12:12.9,1000C50YLE000A07PW9,Adpter,3,-59
12:12.9,10030C0YLE000A07PU7,Adpter,3,-50.5
12:12.9,1000C50YLE000A07Q59,Adpter,3,-49.5
12:12.9,10030C0YLE000A07QC1,Adpter,3,-59.5
12:12.9,1000C0YLE9000A07Q05,Adpter,3,-50
12:12.9,1000C0YLE9000A07Q92,Adpter,3,-42.5
12:12.9,1000C0YLE9000A07Q00,Adpter,3,-38.5
12:12.9,11000C0YLE000A07Q18,Adpter,3,-65.5
12:12.9,11000C0YLE000A07PS4,Adpter,3,-50.5
12:12.9,11000C0YLE000A07PS1,Adpter,3,-44
12:12.9,1000C0Y7LE000A07QP7,Adpter,3,-59
12:12.9,1000C0Y7LE000A07Q70,Adpter,3,-64
12:12.9,1000C0Y7LE000A07Q76,Adpter,3,-56
12:12.9,1000C06YLE000A07QF1,Adpter,3,-55.5
12:12.9,10030C0YLE000A07PU6,Adpter,3,-59.5
12:12.9,1000C06YLE000A07QO2,Adpter,3,-65.5
12:12.9,10030C0YLE000A07QU7,Adpter,3,-61
12:12.9,1000C0YLE9000A07QR2,Adpter,3,-60.5
12:12.9,11000C0YLE000A07Q17,Adpter,3,-51.5
12:12.9,10030C0YLE000A07PU0,Adpter,3,-53
12:12.9,1000C0YL8E000A07Q82,Adpter,3,-60.5
12:12.9,1000C0YLE9000A07QI2,Adpter,3,-55
12:12.9,10004C0YLE000A07QD9,Adpter,3,-50
12:12.9,1000C0YL8E000A07QQ5,Adpter,3,-60
12:12.9,10200C0YLE000A07QB5,Adpter,3,-54
12:12.9,1000C50YLE000A07PW2,Adpter,3,-53
12:12.9,1000C0Y7LE000A07Q74,Adpter,3,-46
12:12.9,1000C0Y7LE000A07QP1,Adpter,3,-50
12:12.9,1000C0YLE9000A07Q03,Adpter,3,-53.5
12:12.9,1000C0YL8E000A07QQ3,Adpter,3,-58
12:12.9,1000C0YL8E000A07PZ6,Adpter,3,-55
12:12.9,1000C50YLE000A07PW8,Adpter,3,-58
12:12.9,11000C0YLE000A07QA9,Adpter,3,-65.5
12:12.9,1000C0YL8E000A07QQ0,Adpter,3,-62
12:12.9,1000C0Y7LE000A07QP2,Adpter,3,-41.5
12:12.9,1000C06YLE000A07QO9,Adpter,3,-60.5
12:12.9,1000C0YL8E000A07Q88,Adpter,3,-51
12:12.9,1000C0YL8E000A07QH0,Adpter,3,-52
12:12.9,1000C50YLE000A07Q56,Adpter,3,-57
12:12.9,1000C0Y7LE000A07PY7,Adpter,3,-60
12:12.9,10200C0YLE000A07PT1,Adpter,3,-53.5
12:12.9,1000C0Y7LE000A07PY4,Adpter,3,-56
12:12.9,10004C0YLE000A07PV4,Adpter,3,-63.5
12:12.9,1000C50YLE000A07QE2,Adpter,3,-56
12:12.9,1000C0Y7LE000A07Q77,Adpter,3,-48
12:12.9,1000C0Y7LE000A07Q78,Adpter,3,-54.5
12:12.9,11000C0YLE000A07QA6,Adpter,3,-58
12:12.9,11000C0YLE000A07QA1,Adpter,3,-58.5
12:12.9,1000C0YL8E000A07QH2,Adpter,3,-60.5
12:12.9,1000C0Y7LE000A07Q79,Adpter,3,-62
12:12.9,1000C0YLE9000A07Q07,Adpter,3,-64
12:12.9,10004C0YLE000A07Q48,Adpter,3,-59.5
12:12.9,10030C0YLE000A07QC5,Adpter,3,-55
12:12.9,1000C50YLE000A07QN1,Adpter,3,-63
12:12.9,11000C0YLE000A07QJ7,Adpter,3,-55
12:12.9,1000C0Y7LE000A07QG1,Adpter,3,-64
12:12.9,1000C0Y7LE000A07QG2,Adpter,3,-59
12:12.9,10200C0YLE000A07QB0,Adpter,3,-63.5
12:12.9,1000C50YLE000A07PW0,Adpter,3,-58.5
12:12.9,1000C0Y7LE000A07QG9,Adpter,3,-56.5
12:12.9,1000C0Y7LE000A07PY6,Adpter,3,-50
12:12.9,1000C50YLE000A07Q52,Adpter,3,-63.5
12:12.9,1000C0YLE9000A07Q96,Adpter,3,-60.5
12:13.0,10004C0YLE000A07PV7,Adpter,3,-68.5
12:13.0,11000C0YLE000A07QJ9,Adpter,3,-64.5
12:13.0,10004C0YLE000A07Q44,Adpter,3,-64
12:13.0,10200C0YLE000A07QT8,Adpter,3,-59.5
12:13.0,10030C0YLE000A07QC7,Adpter,3,-53
12:13.0,11000C0YLE000A07PS8,Adpter,3,-53.5
12:13.0,1000C0Y7LE000A07PY5,Adpter,3,-62.5
12:13.0,1000C0YL8E000A07PZ8,Adpter,3,-59
12:13.0,1000C0YL8E000A07PZ4,Adpter,3,-54
12:13.0,1000C0YL8E000A07PZ3,Adpter,3,-54
12:13.0,1000C0Y7LE000A07QP9,Adpter,3,-61
12:13.0,10004C0YLE000A07PV5,Adpter,3,-51
12:13.0,10004C0YLE000A07QD2,Adpter,3,-57.5
12:13.0,1000C0YL8E000A07PZ9,Adpter,3,-57
12:13.0,10004C0YLE000A07PV1,Adpter,3,-62
12:13.0,10200C0YLE000A07PT9,Adpter,3,-52
12:13.0,1000C0Y7LE000A07PY1,Adpter,3,-63
12:13.0,11000C0YLE000A07Q14,Adpter,3,-56
12:13.0,1000C0Y7LE000A07QG0,Adpter,3,-63.5
12:13.0,10030C0YLE000A07PU9,Adpter,3,-47.5
12:13.0,11000C0YLE000A07QJ2,Adpter,3,-56.5
12:13.0,10004C0YLE000A07QD4,Adpter,3,-65.5
12:13.0,10200C0YLE000A07Q21,Adpter,3,-59.5
12:13.0,1000C06YLE000A07QO3,Adpter,3,-55.5
12:13.0,1000C0YL8E000A07PZ7,Adpter,3,-64
12:13.0,10004C0YLE000A07PV0,Adpter,3,-63.5
12:13.0,1000C50YLE000A07Q58,Adpter,3,-62
12:13.0,10030C0YLE000A07Q33,Adpter,3,-58.5
12:13.0,11000C0YLE000A07QA2,Adpter,3,-62
12:13.0,10004C0YLE000A07Q47,Adpter,3,-59
12:13.0,1000C0YLE9000A07Q91,Adpter,3,-62
12:13.0,1000C0Y7LE000A07Q73,Adpter,3,-61
12:13.0,11000C0YLE000A07Q19,Adpter,3,-59
12:13.0,1000C06YLE000A07PX7,Adpter,3,-66
12:13.0,1000C0YLE9000A07Q09,Adpter,3,-63
12:13.0,1000C0YLE9000A07Q98,Adpter,3,-62.5
12:13.0,1000C0Y7LE000A07PY2,Adpter,3,-65
12:13.0,1000C0Y7LE000A07PY9,Adpter,3,-59.5
12:13.0,1000C06YLE000A07Q62,Adpter,3,-56
12:13.0,11000C0YLE000A07QA7,Adpter,3,-63.5
12:13.0,1000C50YLE000A07PW7,Adpter,3,-62.5
12:13.1,10030C0YLE000A07QU5,Adpter,3,-64.5
12:13.1,10030C0YLE000A07QU0,Adpter,3,-66.5
12:13.1,1000C06YLE000A07PX9,Adpter,3,-64
12:13.1,1000C0YLE9000A07Q06,Adpter,3,-63.5
12:13.1,10004C0YLE000A07QD8,Adpter,3,-55.5
12:13.1,1000C0YL8E000A07PZ7,Adpter,3,-64
12:13.1,11000C0YLE000A07Q10,Adpter,3,-53
12:13.1,11000C0YLE000A07Q16,Adpter,3,-46.5
12:13.1,1000C0Y7LE000A07Q71,Adpter,3,-46
12:13.1,1000C0YLE9000A07Q92,Adpter,3,-48.5
12:13.1,1000C06YLE000A07QF5,Adpter,3,-50
12:13.1,1000C0YLE9000A07QR8,Adpter,3,-57.5
12:13.1,10004C0YLE000A07QM9,Adpter,3,-44
12:13.1,11000C0YLE000A07PS1,Adpter,3,-52
12:13.1,1000C50YLE000A07Q53,Adpter,3,-60
12:13.1,1000C0Y7LE000A07PY0,Adpter,3,-41
12:13.1,1000C0Y7LE000A07QG7,Adpter,3,-50.5
12:13.1,10030C0YLE000A07PU3,Adpter,3,-55
12:13.1,1000C50YLE000A07QE9,Adpter,3,-42
12:13.1,1000C0Y7LE000A07QG6,Adpter,3,-47
12:13.1,1000C0YL8E000A07QH0,Adpter,3,-57
12:13.1,10200C0YLE000A07PT0,Adpter,3,-59
12:13.1,10004C0YLE000A07QM8,Adpter,3,-47.5
12:13.1,1000C0Y7LE000A07PY6,Adpter,3,-53.5
12:13.1,10030C0YLE000A07QC7,Adpter,3,-59
12:13.1,1000C0Y7LE000A07Q73,Adpter,3,-61.5
12:13.1,1000C0Y7LE000A07Q72,Adpter,3,-47
12:13.1,10200C0YLE000A07PT9,Adpter,3,-54.5
12:13.1,11000C0YLE000A07PS5,Adpter,3,-46.5
12:13.1,10200C0YLE000A07PT5,Adpter,3,-49.5
12:13.1,1000C50YLE000A07PW1,Adpter,3,-48
12:13.1,10030C0YLE000A07QC6,Adpter,3,-49
12:13.1,1000C06YLE000A07Q62,Adpter,3,-57
12:13.1,1000C0YLE9000A07Q00,Adpter,3,-45
12:13.1,10004C0YLE000A07QM7,Adpter,3,-51
12:13.1,1000C50YLE000A07PW3,Adpter,3,-42
12:13.1,1000C0Y7LE000A07QP3,Adpter,3,-47.5
12:13.1,1000C06YLE000A07Q68,Adpter,3,-61
12:13.1,1000C0YLE9000A07Q07,Adpter,3,-64
12:13.1,1000C50YLE000A07QE3,Adpter,3,-62
12:13.1,10200C0YLE000A07QK9,Adpter,3,-56.5
12:13.1,10200C0YLE000A07QB8,Adpter,3,-42
12:13.1,10200C0YLE000A07QB4,Adpter,3,-53
12:13.1,1000C50YLE000A07QE6,Adpter,3,-58
12:13.1,1000C0Y7LE000A07Q77,Adpter,3,-50
12:13.1,1000C06YLE000A07QF7,Adpter,3,-56
12:13.1,1000C0YL8E000A07PZ8,Adpter,3,-61.5
12:13.1,1000C0YLE9000A07Q05,Adpter,3,-53.5
12:13.1,1000C50YLE000A07Q59,Adpter,3,-54.5
12:13.1,1000C50YLE000A07QE8,Adpter,3,-59
12:13.1,1000C0YLE9000A07Q04,Adpter,3,-47
12:13.1,1000C0YL8E000A07PZ9,Adpter,3,-58
12:13.1,10004C0YLE000A07Q47,Adpter,3,-59.5
12:13.1,10004C0YLE000A07QM4,Adpter,3,-53
12:13.1,1000C0YLE9000A07Q94,Adpter,3,-47.5
12:13.1,10004C0YLE000A07QM6,Adpter,3,-55
12:13.1,1000C0YL8E000A07Q87,Adpter,3,-51
12:13.1,1000C0YLE9000A07Q93,Adpter,3,-58.5
12:13.1,1000C0YL8E000A07PZ4,Adpter,3,-60.5
12:13.1,10030C0YLE000A07PU9,Adpter,3,-53.5
12:13.1,1000C0Y7LE000A07QP2,Adpter,3,-55.5
12:13.1,1000C06YLE000A07PX2,Adpter,3,-50.5
12:13.1,1000C50YLE000A07Q56,Adpter,3,-54.5
12:13.1,10004C0YLE000A07PV6,Adpter,3,-58.5
12:13.1,10030C0YLE000A07QL4,Adpter,3,-56.5
12:13.1,1000C0Y7LE000A07Q74,Adpter,3,-51
12:13.1,10004C0YLE000A07QD2,Adpter,3,-60.5
12:13.1,10004C0YLE000A07QD7,Adpter,3,-52
12:13.1,10004C0YLE000A07QD9,Adpter,3,-51
12:13.1,81000020200226000A100175,Adpter,3,-50
12:13.1,1000C0YL8E000A07PZ3,Adpter,3,-56.5
12:13.1,1000C50YLE000A07Q57,Adpter,3,-50
12:13.1,10004C0YLE000A07QM7,Adpter,4,-69
12:13.1,1000C0Y7LE000A07QG6,Adpter,4,-67
12:13.2,1000C0Y7LE000A07QG6,Adpter,4,-67
12:13.2,10004C0YLE000A07QM7,Adpter,4,-68
12:13.2,1000C50YLE000A07PW1,Adpter,3,-51.5
12:13.2,1000C0Y7LE000A07QG7,Adpter,3,-56
12:13.2,1000C50YLE000A07Q57,Adpter,3,-52
12:13.2,1000C0Y7LE000A07QG6,Adpter,3,-53
12:13.2,1000C0Y7LE000A07Q77,Adpter,3,-54
12:13.2,1000C0YL8E000A07PZ3,Adpter,3,-61
12:13.2,10004C0YLE000A07QM7,Adpter,3,-56
12:13.2,1000C0Y7LE000A07Q72,Adpter,3,-53.5
12:13.2,11000C0YLE000A07PS5,Adpter,3,-51.5
12:13.2,1000C0Y7LE000A07Q74,Adpter,3,-54.5
12:13.2,1000C0YLE9000A07Q95,Adpter,3,-52
12:13.2,1000C50YLE000A07PW3,Adpter,3,-49.5
12:13.2,10030C0YLE000A07QU1,Adpter,3,-60
12:13.2,1000C0YL8E000A07Q87,Adpter,3,-52.5
12:13.2,1000C06YLE000A07PX2,Adpter,3,-59.5
12:13.2,1000C0Y7LE000A07PY0,Adpter,3,-49
12:13.2,1000C0Y7LE000A07QP3,Adpter,3,-53
12:13.2,1000C0Y7LE000A07PY6,Adpter,3,-57.5
12:13.2,1000C50YLE000A07QE9,Adpter,3,-47
12:13.2,1000C06YLE000A07Q68,Adpter,3,-58.5
12:13.2,1000C0YLE9000A07Q00,Adpter,3,-51.5
12:13.2,10004C0YLE000A07QM9,Adpter,3,-54.5
12:13.2,10004C0YLE000A07QM8,Adpter,3,-56
12:13.2,10200C0YLE000A07QB8,Adpter,3,-58
12:13.2,1000C06YLE000A07QF7,Adpter,3,-55.5
12:13.2,1000C50YLE000A07Q56,Adpter,3,-56
12:13.2,1000C0YLE9000A07Q05,Adpter,3,-59
12:13.2,10004C0YLE000A07QD9,Adpter,3,-57
12:13.3,11000C0YLE000A07PS4,Adpter,3,-52
12:13.3,1000C50YLE000A07QE7,Adpter,3,-61
12:13.3,1000C50YLE000A07Q56,Adpter,3,-56
12:13.3,1000C50YLE000A07PW3,Adpter,3,-52
12:13.3,10030C0YLE000A07Q33,Adpter,3,-59
12:13.3,1000C50YLE000A07QE9,Adpter,3,-47.5
12:13.3,1000C0YL8E000A07Q88,Adpter,3,-62
12:13.3,1000C0Y7LE000A07QG7,Adpter,3,-60.5
12:13.3,1000C50YLE000A07PW1,Adpter,3,-55
12:13.3,11000C0YLE000A07PS2,Adpter,3,-59.5
12:13.3,1000C0YLE9000A07Q05,Adpter,3,-61
12:13.3,1000C0YLE9000A07Q03,Adpter,3,-51.5
12:13.3,11000C0YLE000A07PS0,Adpter,3,-58
12:13.3,1000C0YL8E000A07PZ3,Adpter,3,-62.5
12:13.3,1000C0Y7LE000A07QG6,Adpter,3,-56.5
12:13.3,1000C50YLE000A07Q57,Adpter,3,-52.5
12:13.3,1000C0Y7LE000A07QP3,Adpter,3,-56
12:13.3,1000C0Y7LE000A07Q74,Adpter,3,-58
12:13.3,10004C0YLE000A07QD9,Adpter,3,-57.5
12:13.3,1000C0YL8E000A07Q87,Adpter,3,-54
12:13.3,10004C0YLE000A07QM7,Adpter,3,-58.5
12:13.3,1000C0YLE9000A07Q95,Adpter,3,-53.5
12:13.3,1000C50YLE000A07QE4,Adpter,3,-64
12:13.3,11000C0YLE000A07Q15,Adpter,3,-62
12:13.3,1000C0YLE9000A07Q00,Adpter,3,-53.5
12:13.3,1000C06YLE000A07QF7,Adpter,3,-55.5
12:13.3,11000C0YLE000A07PS5,Adpter,3,-54
12:13.3,1000C0YL8E000A07Q84,Adpter,3,-60.5
12:13.3,1000C06YLE000A07QO8,Adpter,3,-58
12:13.3,1000C0Y7LE000A07Q76,Adpter,3,-59
12:13.3,10004C0YLE000A07QM9,Adpter,3,-56
12:13.3,1000C06YLE000A07QF1,Adpter,3,-60
12:13.3,1000C0Y7LE000A07Q77,Adpter,3,-57
12:13.3,10004C0YLE000A07QM8,Adpter,3,-59.5
12:13.3,1000C0Y7LE000A07PY6,Adpter,3,-62
12:13.3,1000C0Y7LE000A07PY0,Adpter,3,-54
12:13.3,11000C0YLE000A07PS9,Adpter,3,-62
12:13.3,1000C0Y7LE000A07Q72,Adpter,3,-59.5
12:13.3,10004C0YLE000A07PV5,Adpter,3,-60
12:13.3,10004C0YLE000A07QD8,Adpter,3,-57.5
12:13.3,1000C06YLE000A07Q68,Adpter,3,-59.5
12:13.3,10030C0YLE000A07QU7,Adpter,3,-62
12:13.3,1000C0Y7LE000A07QP1,Adpter,3,-58
12:13.3,11000C0YLE000A07Q15,Adpter,3,-61.5
12:13.3,10004C0YLE000A07QD7,Adpter,3,-61.5
12:13.3,1000C50YLE000A07QE7,Adpter,3,-63.5
12:13.3,10004C0YLE000A07QM8,Adpter,3,-63.5
12:13.3,1000C06YLE000A07QF7,Adpter,3,-61
12:13.3,1000C0Y7LE000A07QP3,Adpter,3,-59
12:13.3,1000C06YLE000A07Q68,Adpter,3,-59.5
12:13.3,11000C0YLE000A07PS4,Adpter,3,-57
12:13.3,11000C0YLE000A07PS1,Adpter,3,-60.5
12:13.3,1000C0Y7LE000A07Q71,Adpter,3,-57
12:13.3,11000C0YLE000A07PS5,Adpter,3,-61
12:13.3,1000C0YLE9000A07Q00,Adpter,3,-57
12:13.4,1000C0YL8E000A07Q83,Adpter,3,-63.5
12:13.4,1000C50YLE000A07Q57,Adpter,3,-61
12:13.4,10004C0YLE000A07QM7,Adpter,3,-61
12:13.4,1000C06YLE000A07QO8,Adpter,3,-57
12:13.4,1000C0Y7LE000A07Q77,Adpter,3,-57
